atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_value,unit,qualifier,immediate_context,section_topic
P1-NUM-152,P1,11,6808,025-11675,,,"administer adrenaline early. In many instances, adrena- The online version contains supplementary material available at https://doi. line or salbutamol is underused and/or incorrectly org/10.1007/s00330-025-11675-1.",hypersensitivity/management
P1-NUM-153,P1,11,6808,1,,,"administer adrenaline early. In many instances, adrena- The online version contains supplementary material available at https://doi. line or salbutamol is underused and/or incorrectly org/10.1007/s00330-025-11675-1.",hypersensitivity/management
P1-NUM-154,P1,11,6808,75-77,,,"training programs are more effective than didactic lec- companies Bayer Healthcare, Bracco Imaging, GE Healthcare and Guerbet are tures or computer-based e-learning [75–77]. consultants to the Contrast Media Safety Committee and participate in all scientiﬁc discussions but are not involved in the ﬁnal recommendations.",general
P1-NUM-155,P1,12,6809,293,,,"Radiology, Hospital Clinic de Barcelona, Barcelona, Spain. 21Department of nated contrast media: a multicenter study of 196,081 patients. Radiology Radiology, Ospedale Maggiore, Trieste, Italy. 293:117–124 23. Lee SY, Kang DY, Kim JY et al (2019) Incidence and risk factors of",general
P1-NUM-156,P1,12,6809,117-124,,,"Radiology, Hospital Clinic de Barcelona, Barcelona, Spain. 21Department of nated contrast media: a multicenter study of 196,081 patients. Radiology Radiology, Ospedale Maggiore, Trieste, Italy. 293:117–124 23. Lee SY, Kang DY, Kim JY et al (2019) Incidence and risk factors of",general
P1-NUM-157,P1,12,6809,4,,,"an Italian document on management of patients at risk of hypersensi- 4. Ring J, Messmer K (1977) Incidence and severity of anaphylactoid reac- tivity reactions to contrast media. Clin Mol Allergy 18:13",documentation
P1-NUM-158,P1,13,6810,40,,,"5-year experience. AJR Am J Roentgenol 192:455–461 62. McLean-Tooke AP, Bethune CA, Fay AC, Spickett GP (2003) Adrenaline in 40. Power S, Talbot N, Kucharczyk W, Mandell DM (2016) Allergic-like reac- the treatment of anaphylaxis: what is the evidence? BMJ 327:1332–1335 tions to the MR imaging contrast agent gadobutrol: a prospective study 63. Asch D, Pfeifer KE, Arango J et al (2017) Beneﬁt of epinephrine autoinjecto",hypersensitivity/management
P1-NUM-159,P1,13,6810,327,,,"5-year experience. AJR Am J Roentgenol 192:455–461 62. McLean-Tooke AP, Bethune CA, Fay AC, Spickett GP (2003) Adrenaline in 40. Power S, Talbot N, Kucharczyk W, Mandell DM (2016) Allergic-like reac- the treatment of anaphylaxis: what is the evidence? BMJ 327:1332–1335 tions to the MR imaging contrast agent gadobutrol: a prospective study 63. Asch D, Pfeifer KE, Arango J et al (2017) Beneﬁt of epinephrine autoinjecto",hypersensitivity/management
P1-NUM-160,P1,13,6810,1332-1335,,,"5-year experience. AJR Am J Roentgenol 192:455–461 62. McLean-Tooke AP, Bethune CA, Fay AC, Spickett GP (2003) Adrenaline in 40. Power S, Talbot N, Kucharczyk W, Mandell DM (2016) Allergic-like reac- the treatment of anaphylaxis: what is the evidence? BMJ 327:1332–1335 tions to the MR imaging contrast agent gadobutrol: a prospective study 63. Asch D, Pfeifer KE, Arango J et al (2017) Beneﬁt of epinephrine autoinjecto",hypersensitivity/management
P1-NUM-161,P1,13,6810,75,,,"53. Keller M, Lerch M, Britschi M et al (2009) Processing-dependent and lactoid reactions to contrast media. Invest Radiol 46:147–151 -independent pathways for recognition of iodinated contrast media by 75. Wang CL, Schopp JG, Petscavage JM, Paladin AM, Richardson ML, Bush speciﬁc human T-cells. Clin Exp Allergy 40:257–268 WH (2011) Prospective randomized comparison of standard didactic",general
P2-NUM-001,P2,1,6811,60,min,within,Abstract Hypersensitivity reactions to contrast media are infrequent and can occur either within the ﬁrst 60 min following their intravascular administration (immediate reactions) or at a later time point (non-immediate reactions). Most,hypersensitivity/management
P2-NUM-002,P2,1,6811,1,,within; after; less than,"intravascular administration (immediate reactions) or at a later time point (non-immediate reactions). Most hypersensitivity reactions are mild or moderate, while severe reactions are rare (less than 1 in every 10,000 administrations). After any moderate or severe immediate adverse reaction, serum tryptase must be measured within",hypersensitivity/management; documentation
P2-NUM-003,P2,1,6811,"10,000",,within; after; less than,"intravascular administration (immediate reactions) or at a later time point (non-immediate reactions). Most hypersensitivity reactions are mild or moderate, while severe reactions are rare (less than 1 in every 10,000 administrations). After any moderate or severe immediate adverse reaction, serum tryptase must be measured within",hypersensitivity/management; documentation
P2-NUM-004,P2,1,6811,1-4,h,at least; after,"1–4 h from the onset of symptoms and at least 24 h after symptoms have disappeared to conﬁrm a hypersensitivity reaction. At least for all moderate-to-severe hypersensitivity reactions, the patient should be referred to a drug allergy",hypersensitivity/management
P2-NUM-005,P2,1,6811,24,h,at least; after,"1–4 h from the onset of symptoms and at least 24 h after symptoms have disappeared to conﬁrm a hypersensitivity reaction. At least for all moderate-to-severe hypersensitivity reactions, the patient should be referred to a drug allergy",hypersensitivity/management
P2-NUM-006,P2,1,6811,1-4,h,at least; within; after,"previously experienced a hypersensitivity reaction to contrast media? Findings Serum tryptase should be measured within 1–4 h after a moderate or severe reaction, and at least all moderate or severe hypersensitivity reactions should be referred to an allergologist.",hypersensitivity/management; documentation
P2-NUM-007,P2,1,6811,2025,,,"© The Author(s) 2025. Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s)",general
P2-NUM-008,P2,1,6811,4.0,,,"© The Author(s) 2025. Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s)",general
P2-NUM-009,P2,2,6812,18,years,<,"To prevent a recurrent HR, it is essential to ascertain Languages were limited to English and German. Studies whether the patient has previously experienced a reaction with pediatric populations (< 18 years) were excluded since following a contrast-enhanced examination, with estab- there is very limited information available for this group,",general
P2-NUM-010,P2,2,6812,282,,after,"factors, information about previous adverse reactions is also Online Supplement 1). accurately collected [3]. The initial literature searches produced 282, 336, and It has long been known that the evidence for adminis- 431 hits, respectively. After May 2022, literature was",general
P2-NUM-011,P2,2,6812,336,,after,"factors, information about previous adverse reactions is also Online Supplement 1). accurately collected [3]. The initial literature searches produced 282, 336, and It has long been known that the evidence for adminis- 431 hits, respectively. After May 2022, literature was",general
P2-NUM-012,P2,2,6812,431,,after,"accurately collected [3]. The initial literature searches produced 282, 336, and It has long been known that the evidence for adminis- 431 hits, respectively. After May 2022, literature was tering premedication to prevent HR to CM is very weak added using multiple non-systematic reviews. Ultimately,",premedication
P2-NUM-013,P2,2,6812,2022,,after,"accurately collected [3]. The initial literature searches produced 282, 336, and It has long been known that the evidence for adminis- 431 hits, respectively. After May 2022, literature was tering premedication to prevent HR to CM is very weak added using multiple non-systematic reviews. Ultimately,",premedication
P2-NUM-014,P2,2,6812,12,,,"tering premedication to prevent HR to CM is very weak added using multiple non-systematic reviews. Ultimately, [4, 5], and its use is recently getting reduced in multiple 12, 25, and 28 studies were included in this ﬁnal review countries [6–8]. The role of the allergologist is expanding, following full-text evaluation by two experienced authors",premedication
P2-NUM-015,P2,2,6812,25,,,"tering premedication to prevent HR to CM is very weak added using multiple non-systematic reviews. Ultimately, [4, 5], and its use is recently getting reduced in multiple 12, 25, and 28 studies were included in this ﬁnal review countries [6–8]. The role of the allergologist is expanding, following full-text evaluation by two experienced authors",premedication
P2-NUM-016,P2,2,6812,28,,,"tering premedication to prevent HR to CM is very weak added using multiple non-systematic reviews. Ultimately, [4, 5], and its use is recently getting reduced in multiple 12, 25, and 28 studies were included in this ﬁnal review countries [6–8]. The role of the allergologist is expanding, following full-text evaluation by two experienced authors",premedication
P2-NUM-017,P2,2,6812,2,,,"safe alternative CM for follow-up imaging [10, 11]. (www.esur.org). The concept guideline was discussed and The purpose of Part 2 is to provide general recom- agreed upon at the ESUR CMSC meetings in September mendations on how to effectively manage a patient with a 2023 in Rome (Italy) and September 2024 in Lisbon",general
P2-NUM-018,P2,2,6812,2023,,,"The purpose of Part 2 is to provide general recom- agreed upon at the ESUR CMSC meetings in September mendations on how to effectively manage a patient with a 2023 in Rome (Italy) and September 2024 in Lisbon history of a HR to intravascular administration of CM, (Portugal).",general
P2-NUM-019,P2,2,6812,2024,,,"The purpose of Part 2 is to provide general recom- agreed upon at the ESUR CMSC meetings in September mendations on how to effectively manage a patient with a 2023 in Rome (Italy) and September 2024 in Lisbon history of a HR to intravascular administration of CM, (Portugal).",general
P2-NUM-020,P2,2,6812,1985,,,"formed using PubMed and Embase databases from January and Clinical Immunology (EAACI) practice guideline, 1985 until May 2022. Search criteria for in vitro tests measuring tryptase during the acute phase of a severe IHR included (synonyms of) “contrast media,” “hypersensitiv- is the most effective approach for conﬁrming IHR, espe-",hypersensitivity/management; documentation
P2-NUM-021,P2,2,6812,2022,,,"formed using PubMed and Embase databases from January and Clinical Immunology (EAACI) practice guideline, 1985 until May 2022. Search criteria for in vitro tests measuring tryptase during the acute phase of a severe IHR included (synonyms of) “contrast media,” “hypersensitiv- is the most effective approach for conﬁrming IHR, espe-",hypersensitivity/management; documentation
P2-NUM-022,P2,3,6813,1-2,h,after; more than,"possible during a suspected hypersensitivity reaction, the more severe reactions [10, 33]. Intradermal tests (IDT) are second at 1–2 h after the ﬁrst but no later than 4 h after more sensitive than skin prick tests (SPT) for diagnosis the onset of the reaction, and the third more than 24 h [32], and when an IDT with the culprit CM is negative,",hypersensitivity/management
P2-NUM-023,P2,3,6813,4,h,after; more than,"possible during a suspected hypersensitivity reaction, the more severe reactions [10, 33]. Intradermal tests (IDT) are second at 1–2 h after the ﬁrst but no later than 4 h after more sensitive than skin prick tests (SPT) for diagnosis the onset of the reaction, and the third more than 24 h [32], and when an IDT with the culprit CM is negative,",hypersensitivity/management
P2-NUM-024,P2,3,6813,24,h,after; more than,"second at 1–2 h after the ﬁrst but no later than 4 h after more sensitive than skin prick tests (SPT) for diagnosis the onset of the reaction, and the third more than 24 h [32], and when an IDT with the culprit CM is negative, after all signs and symptoms have subsided [3, 16, 17]. additional ST may not be necessary [34, 35]. The negative",general
P2-NUM-025,P2,3,6813,36-39,,,"The third sample evaluates the individual baseline level, predictive value of ST is high, especially for IHR helping in distinguishing between a constitutively [21, 29, 36–39]. Therefore, when selecting an alternative increased tryptase level (e.g., mastocytosis or hereditary CM for imaging, one with negative ST results should be",documentation
P2-NUM-026,P2,3,6813,10,,at least,"(tryptase levels signiﬁcantly increased compared to base- All ST for the evaluation of HR to CM should adhere to line). An acute-over-baseline elevation of tryptase levels of EAACI standards [10, 27, 41, 42] and have been shown to at least 2 ng/mL + (1.2 × baseline tryptase level) during or be cost-effective [9]. ST should include the broadest",documentation
P2-NUM-027,P2,3,6813,27,,at least,"(tryptase levels signiﬁcantly increased compared to base- All ST for the evaluation of HR to CM should adhere to line). An acute-over-baseline elevation of tryptase levels of EAACI standards [10, 27, 41, 42] and have been shown to at least 2 ng/mL + (1.2 × baseline tryptase level) during or be cost-effective [9]. ST should include the broadest",documentation
P2-NUM-028,P2,3,6813,41,,at least,"(tryptase levels signiﬁcantly increased compared to base- All ST for the evaluation of HR to CM should adhere to line). An acute-over-baseline elevation of tryptase levels of EAACI standards [10, 27, 41, 42] and have been shown to at least 2 ng/mL + (1.2 × baseline tryptase level) during or be cost-effective [9]. ST should include the broadest",documentation
P2-NUM-029,P2,3,6813,42,,at least,"(tryptase levels signiﬁcantly increased compared to base- All ST for the evaluation of HR to CM should adhere to line). An acute-over-baseline elevation of tryptase levels of EAACI standards [10, 27, 41, 42] and have been shown to at least 2 ng/mL + (1.2 × baseline tryptase level) during or be cost-effective [9]. ST should include the broadest",documentation
P2-NUM-030,P2,3,6813,2,,at least; within; after,"line). An acute-over-baseline elevation of tryptase levels of EAACI standards [10, 27, 41, 42] and have been shown to at least 2 ng/mL + (1.2 × baseline tryptase level) during or be cost-effective [9]. ST should include the broadest within 4 h after symptoms is suggestive of an IHR possible panel of ICM or GBCA, including the culprit",documentation
P2-NUM-031,P2,3,6813,1.2,,at least; within; after,"line). An acute-over-baseline elevation of tryptase levels of EAACI standards [10, 27, 41, 42] and have been shown to at least 2 ng/mL + (1.2 × baseline tryptase level) during or be cost-effective [9]. ST should include the broadest within 4 h after symptoms is suggestive of an IHR possible panel of ICM or GBCA, including the culprit",documentation
P2-NUM-032,P2,3,6813,4,h,at least; within; after,"at least 2 ng/mL + (1.2 × baseline tryptase level) during or be cost-effective [9]. ST should include the broadest within 4 h after symptoms is suggestive of an IHR possible panel of ICM or GBCA, including the culprit [11, 18, 19]. CM, if known. The sensitivity of ST is highest when",documentation
P2-NUM-033,P2,3,6813,2-6,months,within,"[11, 18, 19]. CM, if known. The sensitivity of ST is highest when performed within 2–6 months of the reaction, but Basophil activation test decreases when performed within the ﬁrst month or",general
P2-NUM-034,P2,3,6813,12,months,within,"Basophil activation test decreases when performed within the ﬁrst month or The basophil activation test (BAT) is a ﬂow-cytometry- beyond 12 months of reaction [11]. ST should begin with based cellular assay that measures the upregulation of SPT using undiluted CM and, if negative, proceed with",general
P2-NUM-035,P2,3,6813,1,,,"based cellular assay that measures the upregulation of SPT using undiluted CM and, if negative, proceed with basophil activation markers following allergen stimulation IDT using 1:10 dilution [30, 43–45]. [20]. BAT is valuable in diagnosing IHR to CM, especially For NIHR, delayed IDT readings are the most sensitive",general
P2-NUM-036,P2,3,6813,10,,,"based cellular assay that measures the upregulation of SPT using undiluted CM and, if negative, proceed with basophil activation markers following allergen stimulation IDT using 1:10 dilution [30, 43–45]. [20]. BAT is valuable in diagnosing IHR to CM, especially For NIHR, delayed IDT readings are the most sensitive",general
P2-NUM-037,P2,3,6813,43-45,,,"based cellular assay that measures the upregulation of SPT using undiluted CM and, if negative, proceed with basophil activation markers following allergen stimulation IDT using 1:10 dilution [30, 43–45]. [20]. BAT is valuable in diagnosing IHR to CM, especially For NIHR, delayed IDT readings are the most sensitive",general
P2-NUM-038,P2,3,6813,6,months,>,"in cases involving severe reactions or when ST or DPT are diagnostic tool [46]. For severe cutaneous adverse reac- contraindicated and showing good correlation with ST tions (SCAR), testing should be delayed for > 6 months, and DPT results [21, 22]. Its speciﬁcity exceeds 90%, but with patch test (PT) preferred over SPT and IDT since it",general
P2-NUM-039,P2,3,6813,90,%,>,"contraindicated and showing good correlation with ST tions (SCAR), testing should be delayed for > 6 months, and DPT results [21, 22]. Its speciﬁcity exceeds 90%, but with patch test (PT) preferred over SPT and IDT since it its sensitivity is typically only slightly above 50% [23]. This imposes a lower risk of systemic reactions [44, 45]. PT is",general
P2-NUM-040,P2,3,6813,50,%,,"and DPT results [21, 22]. Its speciﬁcity exceeds 90%, but with patch test (PT) preferred over SPT and IDT since it its sensitivity is typically only slightly above 50% [23]. This imposes a lower risk of systemic reactions [44, 45]. PT is low sensitivity is largely attributed to the limited expres- conducted with undiluted culprit CM, and readings are",general
P2-NUM-041,P2,3,6813,48-96,h,,"low sensitivity is largely attributed to the limited expres- conducted with undiluted culprit CM, and readings are sion of the mast cell receptor Mast-Related G-Protein- delayed for 48–96 h. Coupled Receptor X2 (MRGPRX2) in basophils, which",general
P2-NUM-042,P2,3,6813,4-8,weeks,after,"The lymphocyte transformation test (LTT) should not be erance of an alternative CM, especially when safe alter- performed in the acute stage of NIHR, but 4–8 weeks natives cannot be identiﬁed using ST or BAT [47]. Only after remission [26, 27]. LTT may be recommended as an CM with negative ST results should be administered.",NSF/GBCA risk
P2-NUM-043,P2,3,6813,48-50,,,"contraindicated. High doses of corticosteroids and other mising results on the utility and safety of different DPT immune-modulatory agents may interfere with LTT for CM [21, 37, 48–50]. A protocol for the rapid admin- results. Its negative predictive value for NIHR is unknown. istration of CM with high ﬂow rates has been reported,",general
P2-NUM-044,P2,3,6813,15,,,"mechanisms are involved in these types of reactions can only be achieved when the CM is administered at high [10, 21, 28]. In the case of IHR, between 15 and 58% of doses and fast infusion rates, as used in these rapid DPT patients showed positive ST [14, 29–32], suggesting that protocols. DPT for CM will likely assume a more promi-",general
P2-NUM-045,P2,3,6813,58,%,,"mechanisms are involved in these types of reactions can only be achieved when the CM is administered at high [10, 21, 28]. In the case of IHR, between 15 and 58% of doses and fast infusion rates, as used in these rapid DPT patients showed positive ST [14, 29–32], suggesting that protocols. DPT for CM will likely assume a more promi-",general
P2-NUM-046,P2,3,6813,29-32,,,"[10, 21, 28]. In the case of IHR, between 15 and 58% of doses and fast infusion rates, as used in these rapid DPT patients showed positive ST [14, 29–32], suggesting that protocols. DPT for CM will likely assume a more promi- these are more likely to be IgE-mediated allergic hyper- nent role in the future if conducted by experienced aller-",general
P2-NUM-047,P2,4,6814,30,min,at least,diﬀerent observe paent at least Culprit CM Culprit CM CM* 30min and be prepared & known unknown Postpone exam to wait for Culprit CM Culprit CM vigilant for recurring IHR results of allergy analysis known unknown,general
P2-NUM-048,P2,4,6814,30,min,at least,When CM is administered: CM* observe paent at least 30min diﬀerent observe paent at least 30min,general
P2-NUM-049,P2,4,6814,30,min,at least,CM* observe paent at least 30min diﬀerent observe paent at least 30min and be prepared & vigilant and be prepared & vigilant for CM*,general
P2-NUM-050,P2,4,6814,30,min,at least,When CM is administered: When CM is administered: observe paent at least observe paent at least 30min 30min and be prepared & and be prepared & vigilant,general
P2-NUM-051,P2,4,6814,30,min,at least,observe paent at least observe paent at least 30min 30min and be prepared & and be prepared & vigilant vigilant for recurring IHR for recurring IHR,general
P2-NUM-052,P2,4,6814,1,,,* Consider cross-reacvity of all ICM or GBCA $ Physician who followed training in treatment of hypersensivity reacons (see Part 1) # Conform EAACI guidelines,general
P2-NUM-053,P2,4,6814,1,,after,"Fig. 1 What to do after a previous immediate hypersensitivity reaction (IHR). # Conform EAACI guidelines: Torres et al [11]. CM, contrast medium/media; EHR, electronic health record; GBCA, gadolinium-based contrast agent; ICM, iodine-based contrast medium; IHR, immediate hypersensitivity reaction",hypersensitivity/management; documentation
P2-NUM-054,P2,4,6814,80,,,"ination without a CM should be considered, but only if the ICM with corticosteroid premedication (same ICM and diagnostic yield is sufﬁcient for correct patient management. steroid premedication: 80 of 423 examinations (19%); dif- The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322",premedication
P2-NUM-055,P2,4,6814,423,,,"ination without a CM should be considered, but only if the ICM with corticosteroid premedication (same ICM and diagnostic yield is sufﬁcient for correct patient management. steroid premedication: 80 of 423 examinations (19%); dif- The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322",premedication
P2-NUM-056,P2,4,6814,19,%,,"ination without a CM should be considered, but only if the ICM with corticosteroid premedication (same ICM and diagnostic yield is sufﬁcient for correct patient management. steroid premedication: 80 of 423 examinations (19%); dif- The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322",premedication
P2-NUM-057,P2,4,6814,10,,,"diagnostic yield is sufﬁcient for correct patient management. steroid premedication: 80 of 423 examinations (19%); dif- The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322 was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence",premedication
P2-NUM-058,P2,4,6814,322,,,"diagnostic yield is sufﬁcient for correct patient management. steroid premedication: 80 of 423 examinations (19%); dif- The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322 was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence",premedication
P2-NUM-059,P2,4,6814,3,%,<,"The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322 was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence indicated examination if a diagnostic alternative is not interval (CI): 0.06, 0.33]; p < 0.001) [59]. Therefore, a recent",premedication
P2-NUM-060,P2,4,6814,0.14,,<,"The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322 was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence indicated examination if a diagnostic alternative is not interval (CI): 0.06, 0.33]; p < 0.001) [59]. Therefore, a recent",premedication
P2-NUM-061,P2,4,6814,95,%,<,"The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322 was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence indicated examination if a diagnostic alternative is not interval (CI): 0.06, 0.33]; p < 0.001) [59]. Therefore, a recent",premedication
P2-NUM-062,P2,4,6814,0.06,,<,"was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence indicated examination if a diagnostic alternative is not interval (CI): 0.06, 0.33]; p < 0.001) [59]. Therefore, a recent available. For milder HR and when alternative imaging anaphylaxis guideline from two American Allergology",hypersensitivity/management
P2-NUM-063,P2,4,6814,0.33,,<,"was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence indicated examination if a diagnostic alternative is not interval (CI): 0.06, 0.33]; p < 0.001) [59]. Therefore, a recent available. For milder HR and when alternative imaging anaphylaxis guideline from two American Allergology",hypersensitivity/management
P2-NUM-064,P2,4,6814,0.001,,<,"was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence indicated examination if a diagnostic alternative is not interval (CI): 0.06, 0.33]; p < 0.001) [59]. Therefore, a recent available. For milder HR and when alternative imaging anaphylaxis guideline from two American Allergology",hypersensitivity/management
P2-NUM-065,P2,5,6815,2,,,"Fig. 2 Chemical formulas and comparison of non-ionic ICM molecules and benzene chain arrangements by colors. Position 2, 4, 6 of the benzene ring: three iodine atoms (in all non-ionic ICM). Position 5 of the benzene ring: highly variable side chains deﬁning diverse types of ICM (in all non-ionic ICM).",general
P2-NUM-066,P2,5,6815,4,,,"Fig. 2 Chemical formulas and comparison of non-ionic ICM molecules and benzene chain arrangements by colors. Position 2, 4, 6 of the benzene ring: three iodine atoms (in all non-ionic ICM). Position 5 of the benzene ring: highly variable side chains deﬁning diverse types of ICM (in all non-ionic ICM).",general
P2-NUM-067,P2,5,6815,6,,,"Fig. 2 Chemical formulas and comparison of non-ionic ICM molecules and benzene chain arrangements by colors. Position 2, 4, 6 of the benzene ring: three iodine atoms (in all non-ionic ICM). Position 5 of the benzene ring: highly variable side chains deﬁning diverse types of ICM (in all non-ionic ICM).",general
P2-NUM-068,P2,5,6815,5,,,"Fig. 2 Chemical formulas and comparison of non-ionic ICM molecules and benzene chain arrangements by colors. Position 2, 4, 6 of the benzene ring: three iodine atoms (in all non-ionic ICM). Position 5 of the benzene ring: highly variable side chains deﬁning diverse types of ICM (in all non-ionic ICM). Position 1 and 3 of the benzene ring Group A ICM (iohexol, iodixanol, iomeprol, ioversol): two classic carbamoyl side",general
P2-NUM-069,P2,5,6815,1,,,"three iodine atoms (in all non-ionic ICM). Position 5 of the benzene ring: highly variable side chains deﬁning diverse types of ICM (in all non-ionic ICM). Position 1 and 3 of the benzene ring Group A ICM (iohexol, iodixanol, iomeprol, ioversol): two classic carbamoyl sidechains (red). Group B ICM (iopamidol: two propane-based carbamoyl sidechains. Group C ICM (iopromide): one classic carbamoyl sidechain (red) and on",general
P2-NUM-070,P2,5,6815,3,,,"three iodine atoms (in all non-ionic ICM). Position 5 of the benzene ring: highly variable side chains deﬁning diverse types of ICM (in all non-ionic ICM). Position 1 and 3 of the benzene ring Group A ICM (iohexol, iodixanol, iomeprol, ioversol): two classic carbamoyl sidechains (red). Group B ICM (iopamidol: two propane-based carbamoyl sidechains. Group C ICM (iopromide): one classic carbamoyl sidechain (red) and on",general
P2-NUM-071,P2,5,6815,71-73,,,"widely utilized, including shorter intravenous options severe HR, even when administered in combination with for hospitalized patients [69]. The utility of pre- corticosteroids [5, 71–73]. It is known that the afﬁnity of medication is lower in NIHR [11, 63, 68], and the histamine is higher than the afﬁnity of antihistamines to",general
P2-NUM-072,P2,5,6815,1,,,"Several studies have investigated combination pre- emergency situations where an unidentiﬁed culprit CM led to medication with H1-antihistamines and corticosteroids. a severe HR, as recommended by the EAACI [11] (Fig 1). These regimens are frequently stratiﬁed according to the",hypersensitivity/management
P2-NUM-073,P2,6,6816,3,,,"Fig. 3 Chemical formulas and grouping of general, macrocyclic GBCA molecules. Group A: The chelating agent is DOTA (1,4,7,10- Tetraazacyclododecane-1,4,7,10-tetraaryl-tetraacetic acid). Includes gadoterate meglumine. Group B: The chelating agents are variants of DO3A",general
P2-NUM-074,P2,6,6816,"1,4",,,"Fig. 3 Chemical formulas and grouping of general, macrocyclic GBCA molecules. Group A: The chelating agent is DOTA (1,4,7,10- Tetraazacyclododecane-1,4,7,10-tetraaryl-tetraacetic acid). Includes gadoterate meglumine. Group B: The chelating agents are variants of DO3A",general
P2-NUM-075,P2,6,6816,"7,10",,,"Fig. 3 Chemical formulas and grouping of general, macrocyclic GBCA molecules. Group A: The chelating agent is DOTA (1,4,7,10- Tetraazacyclododecane-1,4,7,10-tetraaryl-tetraacetic acid). Includes gadoterate meglumine. Group B: The chelating agents are variants of DO3A",general
P2-NUM-076,P2,6,6816,"1,4",,,"Tetraazacyclododecane-1,4,7,10-tetraaryl-tetraacetic acid). Includes gadoterate meglumine. Group B: The chelating agents are variants of DO3A (trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-077,P2,6,6816,"7,10",,,"Tetraazacyclododecane-1,4,7,10-tetraaryl-tetraacetic acid). Includes gadoterate meglumine. Group B: The chelating agents are variants of DO3A (trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-078,P2,6,6816,7,,,"Tetraazacyclododecane-1,4,7,10-tetraaryl-tetraacetic acid). Includes gadoterate meglumine. Group B: The chelating agents are variants of DO3A (trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-079,P2,6,6816,"3,6",,,"(trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-080,P2,6,6816,"9,15",,,"(trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-081,P2,6,6816,9.3,,,"(trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-082,P2,6,6816,1,,,"(trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
