atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_phrase,surrounding_context,section_topic
P1-REC-037,P1,9,6806,Give oxygen 10 to 15 L/min via a non-rebreathing mask,"ity, consider repeating adrenaline 0.5 mg IM, guided by heart rate. Facial edema without stridor: • Give oxygen 10 to 15 L/min via a non-rebreathing mask. • Give chlorphenamine 20 mg or clemastine 2 mg IV. • If edema is severe, near airways, or if strid",hypersensitivity/management
P1-REC-038,P1,9,6806,Do not remove IV access during observation,"eneral: • Mild reactions may only need reassurance. • Observe vital signs until symptoms resolve. • Do not remove IV access during observation. Consider: • Prescribing a nonsedating antihistamine, for example, desloratadine 5 mg PO or cetiriz",general
P1-REC-039,P1,9,6806,Patient experiencing a non-life-threatening reaction should be observed for 4–6 h after successful treatment and discharged,"ep him under surveillance until every symptom has disappeared (minimum 30 min, usually < 60 min). • Patient experiencing a non-life-threatening reaction should be observed for 4–6 h after successful treatment and discharged. • Patient experiencing a life-threatening reaction should be admitted and observed. • Order serum ",general
P1-REC-040,P1,9,6806,Patient experiencing a life-threatening reaction should be admitted and observed,life-threatening reaction should be observed for 4–6 h after successful treatment and discharged. • Patient experiencing a life-threatening reaction should be admitted and observed. • Order serum tryptase within 1–4 h (see Part 2).,general
P1-REC-041,P1,9,6806,"Non-immediate/delayed hypersensitivity reactions in adults Warn patients who have had a previous non-immediate hypersensitivity reaction to contrast media that a repeat non-immediate hypersensitivity reaction may be possible, usually a skin reaction","Non-immediate/delayed hypersensitivity reactions in adults Warn patients who have had a previous non-immediate hypersensitivity reaction to contrast media that a repeat non-immediate hypersensitivity reaction may be possible, usually a skin reaction. Patients should contact their general practitioner if they have a non-immediate hypersensitivity r",hypersensitivity/management
P1-REC-042,P1,9,6806,Patients should contact their general practitioner if they have a non-immediate hypersensitivity reaction after contrast media administration,"dia that a repeat non-immediate hypersensitivity reaction may be possible, usually a skin reaction. Patients should contact their general practitioner if they have a non-immediate hypersensitivity reaction after contrast media administration. Consider informing the radiology department where the contrast medium was administered about the o",hypersensitivity/management
P1-REC-043,P1,9,6806,Consider informing the radiology department where the contrast medium was administered about the occurrence and symptoms of a non-immediate hypersensitivity reaction after contrast media administration,"itioner if they have a non-immediate hypersensitivity reaction after contrast media administration. Consider informing the radiology department where the contrast medium was administered about the occurrence and symptoms of a non-immediate hypersensitivity reaction after contrast media administration. When the symptoms of a non-immediate hypersensitivity reaction are mild, a wait-and-see approach c",hypersensitivity/management
P1-REC-044,P1,9,6806,Treat non-immediate hypersensitivity reactions symptomatically,"oms of a non-immediate hypersensitivity reaction are mild, a wait-and-see approach can be justiﬁed. Treat non-immediate hypersensitivity reactions symptomatically. Consider the treatment of skin reactions with oral or topical corticosteroids.",hypersensitivity/management
P1-REC-045,P1,9,6806,Consider the treatment of skin reactions with oral or topical corticosteroids,t-and-see approach can be justiﬁed. Treat non-immediate hypersensitivity reactions symptomatically. Consider the treatment of skin reactions with oral or topical corticosteroids.,hypersensitivity/management
P1-REC-046,P1,10,6807,the physician responsible for its administration or the drug allergy specialist should report all details of such a reaction to the Marketing Authorization Holder and/or the National Pharmacovigilance Authority," and advice to see a drug allergy specialist If a HR to a contrast medium is serious or unexpected, the physician responsible for its administration or the drug allergy specialist should report all details of such a reaction to the Marketing Authorization Holder and/or the National Pharmacovigilance Authority. ACR American College of Radiology, ESUR European Society of Urogenital Radiology, CNS central nerv",general
P1-REC-047,P1,10,6807,It can effectively It is highly recommended that the physician responsible decrease dyspnoea and wheezing from allergic bronch- for the administration of the CM or the drug allergy ospasm and reduce histamine release in the lung,bronchodilator but also a systemic effect. It can effectively It is highly recommended that the physician responsible decrease dyspnoea and wheezing from allergic bronch- for the administration of the CM or the drug allergy ospasm and reduce histamine release in the lung. The specialist ensures that the allergy is accurately docu- administration may be easier using neb,general
P1-REC-048,P1,10,6807,allergy is accurately docu- administration may be easier using nebulization to avoid mented in the EHR (Table 3): stress for the patient who should inhale deeply,"r the drug allergy ospasm and reduce histamine release in the lung. The specialist ensures that the allergy is accurately docu- administration may be easier using nebulization to avoid mented in the EHR (Table 3): stress for the patient who should inhale deeply. ● The location, date, and time of CM administration. Corticosteroids have various effects on the i",general
P1-REC-049,P1,10,6807,The radiologist should describe in detail the clinical Documentation of hypersensitivity reactions to process and how the HR evolves (see also Tables 1 and 2),a drug effect of corticosteroids on biphasic anaphylaxis is allergy specialist. controversial [67]. The radiologist should describe in detail the clinical Documentation of hypersensitivity reactions to process and how the HR evolves (see also Tables 1 and 2). contrast media It is essential that this reporting should be based on the As the allergic evaluati,hypersensitivity/management; documentation
P1-REC-050,P1,10,6807,contrast media It is essential that this reporting should be based on the As the allergic evaluation by a drug allergy specialist is name of the speciﬁc or culprit contrast agent (both IV becoming more important in the prevention of recurrent and/or oral) a,"entation of hypersensitivity reactions to process and how the HR evolves (see also Tables 1 and 2). contrast media It is essential that this reporting should be based on the As the allergic evaluation by a drug allergy specialist is name of the speciﬁc or culprit contrast agent (both IV becoming more important in the prevention of recurrent and/or oral) and be done by radiologists or drug allergy HR, accurate agent-speciﬁc documentation is more speciali",hypersensitivity/management; documentation
P1-REC-051,P1,10,6807,drug Documentation in the electronic health record (EHR) is allergy specialist should report all details of such a reac- far from standardized and is often done by physicians tion to the Marketing Authorization Holder and/or the without any experience in the administration of National,lergologist is provided in Online Supplement 4. physician responsible for its administration or the drug Documentation in the electronic health record (EHR) is allergy specialist should report all details of such a reac- far from standardized and is often done by physicians tion to the Marketing Authorization Holder and/or the without any experience in the administration of National Pharmacovigilance Authority. contrast media [68–70]. Recommendations for improved Appropriate patie,documentation
P1-REC-052,P1,10,6807,"Recommendations for improved Appropriate patient information leaﬂets on the various documentation have recently been published [71, 72]","y experience in the administration of National Pharmacovigilance Authority. contrast media [68–70]. Recommendations for improved Appropriate patient information leaﬂets on the various documentation have recently been published [71, 72]. radiological examinations with contrast medium",documentation
P1-REC-053,P1,11,6808,administration should be available,"administration should be available. In these leaﬂets, the CM Contrast medium/media possibility of occurrence of a NIHR should be menti",general
P1-REC-054,P1,11,6808,"these leaﬂets, the CM Contrast medium/media possibility of occurrence of a NIHR should be mentioned, CMSC ESUR Contrast Media Safety Committee EHR Electronic health record and detailed patient instructions should be given","administration should be available. In these leaﬂets, the CM Contrast medium/media possibility of occurrence of a NIHR should be mentioned, CMSC ESUR Contrast Media Safety Committee EHR Electronic health record and detailed patient instructions should be given. ESUR European Society of Urogenital Radiology GBCA Gadolinium-based contrast agent/agents Training",general
P1-REC-055,P1,11,6808,"It is Compliance with ethical standards therefore important for personnel to be prepared for any Guarantor adverse reaction, to have access to clear treatment The scientiﬁc guarantor of this publication is Dr Aart J","there may be insufﬁcient time or opportunity to study the treatment protocols and medication doses. It is Compliance with ethical standards therefore important for personnel to be prepared for any Guarantor adverse reaction, to have access to clear treatment The scientiﬁc guarantor of this publication is Dr Aart J. van der Molen. guidelines and cards/ﬂowcharts, and to have a rapid response team in case of an eme",general
P1-REC-056,P1,11,6808,": Bracco Imaging, Guerbet, Bayer and medications should always be readily available","ollowing checked resuscitation trolley with emergency equipment companies: A.J.v.d.M.: Guerbet. O.C.: Bracco Imaging, Guerbet, Bayer and medications should always be readily available. Healthcare. J.M.C.: Bracco Imaging, Guerbet. C.C.Q.: Bracco Imaging, Guerbet, Therefore, personnel",general
P1-REC-057,P1,11,6808,e and participate in all scientiﬁc discussions but are not involved in the ﬁnal recommendations,et are tures or computer-based e-learning [75–77]. consultants to the Contrast Media Safety Committee and participate in all scientiﬁc discussions but are not involved in the ﬁnal recommendations.,general
P1-REC-058,P1,11,6808,raining for all per- Methodology sonnel involved in managing these reactions is mandatory,"plicable. reactions by personnel with experience in handling con- trast media and regular hands-on training for all per- Methodology sonnel involved in managing these reactions is mandatory. ● Retrospective literature analysis The CMSC recommendations for the management of IHR and NIHR, u",general
P1-REC-059,P1,11,6808,"● Retrospective literature analysis The CMSC recommendations for the management of IHR and NIHR, using the ACR classiﬁcation [2], are sum- Author details 1 marized in Fig","ands-on training for all per- Methodology sonnel involved in managing these reactions is mandatory. ● Retrospective literature analysis The CMSC recommendations for the management of IHR and NIHR, using the ACR classiﬁcation [2], are sum- Author details 1 marized in Fig. 2 and Table 3. For prevention of recurrent Department of Radiology, Leiden University Medical Cent",general
P1-REC-060,P1,12,6809,"Dellis P, Pirson F (2022) Isn’t it time to consider oncological status as a 6","tors. Eur Ann Allergy Clin Immunol 54:60–67 Immunol. https://doi.org/10.1016/j.jaci.2025.01.021 29. Dellis P, Pirson F (2022) Isn’t it time to consider oncological status as a 6. Fineman SM (2014) Optimal treatment of anaphylaxis: antihistamines new risk factor of iodinated co",hypersensitivity/management
P1-REC-061,P1,13,6810,"Böhm IB, van der Molen AJ (2020) Recommendations for standardized 49","ction readiness for your depart- 16:1027–1035 ment or facility. Radiol Clin North Am 58:841–850 71. Böhm IB, van der Molen AJ (2020) Recommendations for standardized 49. Muraro A, Worm M, Alviani C et al (2022) EAACI guidelines: anaphylaxis documentation of contrast m",hypersensitivity/management; documentation
P1-REC-062,P1,13,6810,Eur J Radiol 187:112114 to X-ray contrast media: mechanistic considerations,"itivity 51. Christiansen C, Pichler WJ, Skotland T (2000) Delayed allergy-like reactions reactions. Eur J Radiol 187:112114 to X-ray contrast media: mechanistic considerations. Eur Radiol 73. Wang CL, Davenport MS, Chinnugounder S et al (2014) Errors of epi- 10:1965–1975 nep",appendix/references
P1-REC-063,P1,13,6810,"Segal AJ, Bush WH Jr (2011) Avoidable errors in dealing with anaphy- 53","ast agents and dyes. Ann Allergy Asthma testing. Abdom Imaging 39:1127–1133 Immunol 124:156–164 74. Segal AJ, Bush WH Jr (2011) Avoidable errors in dealing with anaphy- 53. Keller M, Lerch M, Britschi M et al (2009) Processing-dependent and lactoid reactions to contrast ",general
P2-REC-001,P2,1,6811,"After any moderate or severe immediate adverse reaction, serum tryptase must be measured within 1234567890():,","re mild or moderate, while severe reactions are rare (less than 1 in every 10,000 administrations). After any moderate or severe immediate adverse reaction, serum tryptase must be measured within 1234567890():,; 1234567890():,; 1234567890():,; 1234567890():,;",general
P2-REC-002,P2,1,6811,"At least for all moderate-to-severe hypersensitivity reactions, the patient should be referred to a drug allergy specialist for an allergy evaluation with a panel of contrast media, and optionally, all hypersensitivity reactions when local drug allergy specialist capacity allows","f symptoms and at least 24 h after symptoms have disappeared to conﬁrm a hypersensitivity reaction. At least for all moderate-to-severe hypersensitivity reactions, the patient should be referred to a drug allergy specialist for an allergy evaluation with a panel of contrast media, and optionally, all hypersensitivity reactions when local drug allergy specialist capacity allows. Selecting an alternative contrast medium based on practical experience is challenging due to its h",hypersensitivity/management
P2-REC-003,P2,1,6811,"erienced a hypersensitivity reaction to contrast media? Findings Serum tryptase should be measured within 1–4 h after a moderate or severe reaction, and at least all moderate or severe hypersensitivity reactions should be referred to an allergologist","gy in clinical practice to prevent recurrent hypersensitivity reactions in adults who previously experienced a hypersensitivity reaction to contrast media? Findings Serum tryptase should be measured within 1–4 h after a moderate or severe reaction, and at least all moderate or severe hypersensitivity reactions should be referred to an allergologist. Clinical relevance Management strategies should be adapted to the type and severity of the reactio",hypersensitivity/management
P2-REC-004,P2,1,6811,"Clinical relevance Management strategies should be adapted to the type and severity of the reaction, as well as the urgency of required re-administration"," at least all moderate or severe hypersensitivity reactions should be referred to an allergologist. Clinical relevance Management strategies should be adapted to the type and severity of the reaction, as well as the urgency of required re-administration. Changing from the culprit contrast agent to another molecule with differing side- chains is more e",hypersensitivity/management
P2-REC-005,P2,2,6812,"p, lished symptoms of an HR, according to the description and the existing data do not differ signiﬁcantly from those included in Part I of this update [1], based on the obtained in adults","contrast-enhanced examination, with estab- there is very limited information available for this group, lished symptoms of an HR, according to the description and the existing data do not differ signiﬁcantly from those included in Part I of this update [1], based on the obtained in adults. For this reason, decisions for children American College of Radiology (ACR) Manual on Con- are gen",paediatric
P2-REC-006,P2,2,6812,"Unfortunately, the details of pre- mendation to avoid the use of parenteral corticosteroids vious HR are frequently unavailable or inadequately whenever possible, but for certain indications, higher CM documented","iority to identify the adults, with weight-based dose adjustments and a recom- speciﬁc CM involved. Unfortunately, the details of pre- mendation to avoid the use of parenteral corticosteroids vious HR are frequently unavailable or inadequately whenever possible, but for certain indications, higher CM documented. Therefore, it is recommended to implement doses per kg body weight and higher injection rates may ",documentation
P2-REC-007,P2,2,6812,"Therefore, it is recommended to implement doses per kg body weight and higher injection rates may be a questionnaire to ensure that, among other possible risk used","y unavailable or inadequately whenever possible, but for certain indications, higher CM documented. Therefore, it is recommended to implement doses per kg body weight and higher injection rates may be a questionnaire to ensure that, among other possible risk used. Cross-referencing was used when appropriate (see factors, information about previous adverse react",documentation; questionnaire
P2-REC-008,P2,2,6812,"This extensive literature effective [9] and have considerably improved the pre- review provided the base for the consecutive guideline vention of recurrent HR to CM, allowing for selection of development process following the CMSC Working Rules safe alterna","enced authors and recently allergy assessments have shown to be cost- (A.J.v.d.M., A.A.J.M.v.d.V.). This extensive literature effective [9] and have considerably improved the pre- review provided the base for the consecutive guideline vention of recurrent HR to CM, allowing for selection of development process following the CMSC Working Rules safe alternative CM for follow-up imaging [10, 11]. (www.esur.org). The concept guideline was discussed and The ",general
P2-REC-009,P2,2,6812,"Given the considerable variation in the availability of In vitro tests for the diagnosis of hypersensitivity allergologists across Europe [12], as well as differences in reactions to contrast media the types of CM used","travascular administration of CM, (Portugal). who is scheduled for a contrast-enhanced examination. Given the considerable variation in the availability of In vitro tests for the diagnosis of hypersensitivity allergologists across Europe [12], as well as differences in reactions to contrast media the types of CM used, these recommendations aim to Immediate or acute hypersensitivity reactions (IHR) establish a frame",hypersensitivity/management
P2-REC-010,P2,2,6812,", these recommendations aim to Immediate or acute hypersensitivity reactions (IHR) establish a framework for local protocols tailored to the Tryptase speciﬁc circumstances of each institution","gists across Europe [12], as well as differences in reactions to contrast media the types of CM used, these recommendations aim to Immediate or acute hypersensitivity reactions (IHR) establish a framework for local protocols tailored to the Tryptase speciﬁc circumstances of each institution. Histamine and tryptase are both biomarkers to conﬁrm The following aspects will be covered: In vit",hypersensitivity/management
P2-REC-011,P2,2,6812,” Search criteria for three samples should be obtained: the ﬁrst as early as,"ally if a transient increase can be detected [11]. Ideally, transformation test” and “in vitro test.” Search criteria for three samples should be obtained: the ﬁrst as early as",NSF/GBCA risk
P2-REC-012,P2,3,6813,", mastocytosis or hereditary CM for imaging, one with negative ST results should be alpha-tryptasemia) and acute mast cell degranulation preferentially used [11, 31, 40, 41]","stitutively [21, 29, 36–39]. Therefore, when selecting an alternative increased tryptase level (e.g., mastocytosis or hereditary CM for imaging, one with negative ST results should be alpha-tryptasemia) and acute mast cell degranulation preferentially used [11, 31, 40, 41]. (tryptase levels signiﬁcantly increased compared to base- All ST for the evaluation of HR to CM sh",general
P2-REC-013,P2,3,6813,signiﬁcantly increased compared to base- All ST for the evaluation of HR to CM should adhere to line),"yptasemia) and acute mast cell degranulation preferentially used [11, 31, 40, 41]. (tryptase levels signiﬁcantly increased compared to base- All ST for the evaluation of HR to CM should adhere to line). An acute-over-baseline elevation of tryptase levels of EAACI standards [10, 27, 41, 42] and have b",general
P2-REC-014,P2,3,6813,"ST should include the broadest within 4 h after symptoms is suggestive of an IHR possible panel of ICM or GBCA, including the culprit [11, 18, 19]","e been shown to at least 2 ng/mL + (1.2 × baseline tryptase level) during or be cost-effective [9]. ST should include the broadest within 4 h after symptoms is suggestive of an IHR possible panel of ICM or GBCA, including the culprit [11, 18, 19]. CM, if known. The sensitivity of ST is highest when performed within 2–6 months of the reaction, b",general
P2-REC-015,P2,3,6813,"ST should begin with based cellular assay that measures the upregulation of SPT using undiluted CM and, if negative, proceed with basophil activation markers following allergen stimulation IDT using 1:10 dilut"," month or The basophil activation test (BAT) is a ﬂow-cytometry- beyond 12 months of reaction [11]. ST should begin with based cellular assay that measures the upregulation of SPT using undiluted CM and, if negative, proceed with basophil activation markers following allergen stimulation IDT using 1:10 dilution [30, 43–45]. [20]. BAT is valuable in diagnosing IHR to CM, especially For NIHR, delayed IDT rea",general
P2-REC-016,P2,3,6813,"For severe cutaneous adverse reac- contraindicated and showing good correlation with ST tions (SCAR), testing should be delayed for > 6 months, and DPT results [21, 22]"," the most sensitive in cases involving severe reactions or when ST or DPT are diagnostic tool [46]. For severe cutaneous adverse reac- contraindicated and showing good correlation with ST tions (SCAR), testing should be delayed for > 6 months, and DPT results [21, 22]. Its speciﬁcity exceeds 90%, but with patch test (PT) preferred over SPT and IDT since it its sensi",general
P2-REC-017,P2,3,6813,"f a CM in an HR and to conﬁrm the tol- The lymphocyte transformation test (LTT) should not be erance of an alternative CM, especially when safe alter- performed in the acute stage of NIHR, but 4–8 weeks natives cannot be identiﬁed using ST or BAT [47]"," for selected patients. DPT can be useful to verify the Lymphocyte transformation test involvement of a CM in an HR and to conﬁrm the tol- The lymphocyte transformation test (LTT) should not be erance of an alternative CM, especially when safe alter- performed in the acute stage of NIHR, but 4–8 weeks natives cannot be identiﬁed using ST or BAT [47]. Only after remission [26, 27]. LTT may be recommended as an CM with negative ST results should be ",NSF/GBCA risk
P2-REC-018,P2,3,6813,LTT may be recommended as an CM with negative ST results should be administered,"IHR, but 4–8 weeks natives cannot be identiﬁed using ST or BAT [47]. Only after remission [26, 27]. LTT may be recommended as an CM with negative ST results should be administered. additional diagnostic tool in selected cases when ST is Recently, several European groups have pub",general
P2-REC-019,P2,3,6813,"selected cases when ST is Recently, several European groups have published pro- contraindicated","recommended as an CM with negative ST results should be administered. additional diagnostic tool in selected cases when ST is Recently, several European groups have published pro- contraindicated. High doses of corticosteroids and other mising results on the utility and safety of different DPT ",general
P2-REC-020,P2,3,6813,"on of CM with high ﬂow rates has been reported, LTT is not widely available and should only be performed closely resembling its administration in imaging with ICM in experienced centers [11]"," A protocol for the rapid admin- results. Its negative predictive value for NIHR is unknown. istration of CM with high ﬂow rates has been reported, LTT is not widely available and should only be performed closely resembling its administration in imaging with ICM in experienced centers [11]. and GBCA [51, 52]. This approach may provide a better assessment of In vivo tests for the diagnosi",general
P2-REC-021,P2,4,6814,Consider an alternave imaging modality,Consider an alternave imaging modality,general
P2-REC-022,P2,4,6814,advice of allergist for nearby nearby safe ICM or GBCA When CM is administered: Consider premedicaon # Choose a diﬀerent observe paent at least Culprit CM Culprit CM CM* 30min and be prepared & known unknown Postpone exam to wait for Culprit CM Culprit CM vigilant for recurring IHR res, of allergy analysis ER physician nearby$ resuscitaon) team member resuscitaon) team member Apply advice of allergist for nearby nearby safe ICM or GBCA When CM is administered: Consider premedicaon # Choose a diﬀerent observe paent at least Culprit CM Culprit CM CM* 30min and be prepared & known unknown Postpone exam to wait for Culprit CM Culprit CM vigilant for recurring IHR results of allergy analysis known unknown Apply advice of allergist for Choose a safe ICM or GBCA diﬀer,premedication
P2-REC-023,P2,4,6814,d: CM* observe paent at least 30min diﬀerent observe paent at least 30min and be prepared & vigilant and be prepared & vigilant for CM* for recurring IHR recurring IHR When CM is administered: When CM is administered: observe paent at least observe paent at least 30min 30min and be prep,gist for Choose a safe ICM or GBCA diﬀerent When CM is administered: Choose a When CM is administered: CM* observe paent at least 30min diﬀerent observe paent at least 30min and be prepared & vigilant and be prepared & vigilant for CM* for recurring IHR recurring IHR When CM is administered: When CM is administered: observe paent at least observe paent at least 30min 30min and be prepared & and be prepared & vigilant vigilant for recurring IHR for recurring IHR,general
P2-REC-024,P2,4,6814,ared & and be prepared & vigilant vigilant for recurring IHR for recurring IHR,ed: When CM is administered: observe paent at least observe paent at least 30min 30min and be prepared & and be prepared & vigilant vigilant for recurring IHR for recurring IHR,general
P2-REC-025,P2,4,6814,"If IHR recurs, referral to a drug allergy specialist is mandatory","If IHR recurs, referral to a drug allergy specialist is mandatory",general
P2-REC-026,P2,4,6814,* Consider cross-reacvity of all ICM or GBCA $ Physician who followed training in treatment of hypersensivity reacons (see Part 1) # Conform EAACI guidelines,* Consider cross-reacvity of all ICM or GBCA $ Physician who followed training in treatment of hypersensivity reacons (see Part 1) # Conform EAACI guidelines,general
P2-REC-027,P2,4,6814,"m- of recurrent HR compared to those who received the same ination without a CM should be considered, but only if the ICM with corticosteroid premedication (same ICM and diagnostic yield is sufﬁcient for correct patient management"," different ICM had a signiﬁcantly lower rate class (e.g., GBCA instead of ICM) or performing the exam- of recurrent HR compared to those who received the same ination without a CM should be considered, but only if the ICM with corticosteroid premedication (same ICM and diagnostic yield is sufﬁcient for correct patient management. steroid premedication: 80 of 423 examinations (19%); dif- The decision to omit a CM is more compel",premedication
P2-REC-028,P2,4,6814,"ferent ICM and no steroid premedication: 10 of 322 was severe, but the patient should never be denied a well- examinations (3%)","cation: 80 of 423 examinations (19%); dif- The decision to omit a CM is more compelling when the HR ferent ICM and no steroid premedication: 10 of 322 was severe, but the patient should never be denied a well- examinations (3%); odds ratio (OR), 0.14 [95% conﬁdence indicated examination if a diagnostic alternative is not inte",premedication
P2-REC-029,P2,4,6814,Corticosteroid pre- communication with the referring specialist is recommended,"rt alternative imaging modality is less pertinent. In all cases, corticosteroid premedication [60]. Corticosteroid pre- communication with the referring specialist is recommended. medication can transiently elevate blood glucose [61] and may also be associated with prolonged ho",premedication
P2-REC-030,P2,5,6815,"tamine is higher than the afﬁnity of antihistamines to EAACI guideline does not recommend premedication H1-receptors, which may partly explain this effect [74]","ds [5, 71–73]. It is known that the afﬁnity of medication is lower in NIHR [11, 63, 68], and the histamine is higher than the afﬁnity of antihistamines to EAACI guideline does not recommend premedication H1-receptors, which may partly explain this effect [74]. for NIHR [11]. In summary, there is no evidence that premedication The evidence regarding the efﬁc",hypersensitivity/management; premedication
P2-REC-031,P2,5,6815,"Premedication may decrease the ing, and premedication is not recommended for previous incidence of HR, mainly by reducing the number of mild NIHR","ly heterogeneous previous mild to moderate IHR remains weak and conﬂict- and of low quality [4, 5]. Premedication may decrease the ing, and premedication is not recommended for previous incidence of HR, mainly by reducing the number of mild NIHR. Therefore, the CMSC, along with other major inter- reactions and thus the overall number of HR [67",premedication
P2-REC-032,P2,5,6815,"a severe HR, as recommended by the EAACI [11] (Fig 1)","tions where an unidentiﬁed culprit CM led to medication with H1-antihistamines and corticosteroids. a severe HR, as recommended by the EAACI [11] (Fig 1). These regimens are frequently stratiﬁed according to the severity of the previous HR, with H1-anti",hypersensitivity/management
P2-REC-033,P2,6,6816,"644, although it is generally considered to be located in the p = 0"," that acts as an epitope has not been identiﬁed, changed to another one (OR: 0.329; 95% CI, 0.168–0.644, although it is generally considered to be located in the p = 0.001), while steroid premedication did not signiﬁcantly carbamoyl sidechain [82]. It is also possibl",premedication
P2-REC-034,P2,7,6817,r empiric change advice When the involved GBCA is unknown It is not possible to recommend a regimen with certainty," Group B GBCA is from Group B Alternative GBCA from Group A GBCA is from Group C Insufﬁcient data for empiric change advice When the involved GBCA is unknown It is not possible to recommend a regimen with certainty. Due to the probability of involvement, using a GBCA different from the one routinely administered ",general
P2-REC-035,P2,7,6817,"ur after evaluation administration of alternative ICM with negative ST The CMSC recommends referring at least all patients who [39, 50, 86]","anging contrast media guided by a prior allergy the culprit ST remains negative, as HR may still recur after evaluation administration of alternative ICM with negative ST The CMSC recommends referring at least all patients who [39, 50, 86]. DPT should then be considered [11, 47, 50]. experienced moderate or severe HR to the allergologist",general
P2-REC-036,P2,7,6817,"DPT should then be considered [11, 47, 50]","ernative ICM with negative ST The CMSC recommends referring at least all patients who [39, 50, 86]. DPT should then be considered [11, 47, 50]. experienced moderate or severe HR to the allergologist for assessment. Optionally, all HR can be r",general
P2-REC-037,P2,8,6818,Table 2 CMSC recommendations for the prevention of recurrent hypersensitivity reactions in adults,Table 2 CMSC recommendations for the prevention of recurrent hypersensitivity reactions in adults,hypersensitivity/management
P2-REC-038,P2,8,6818,In vitro tests Measure serum tryptase within 1–4 h from the start of all moderate-to-severe immediate hypersensitivity reactions to contrast media,In vitro tests Measure serum tryptase within 1–4 h from the start of all moderate-to-severe immediate hypersensitivity reactions to contrast media. A second measurement after ≥ 24 h serves as a baseline for further allergologic examinations.,hypersensitivity/management
P2-REC-039,P2,8,6818,Allergy assessment Refer the following patients to a drug allergy specialist for an allergy assessment:,Allergy assessment Refer the following patients to a drug allergy specialist for an allergy assessment:,general
P2-REC-040,P2,8,6818,Always specify the used contrast medium in the referral to the drug allergy specialist,"Always specify the used contrast medium in the referral to the drug allergy specialist. A detailed documentation about the culprit contrast agent and the severity of the reaction, includ",documentation
P2-REC-041,P2,8,6818,"contrast agent and the severity of the reaction, including a grading scheme, is mandatory (see Part 1)","t medium in the referral to the drug allergy specialist. A detailed documentation about the culprit contrast agent and the severity of the reaction, including a grading scheme, is mandatory (see Part 1).",documentation
P2-REC-042,P2,8,6818,"action to an iodine-based contrast medium or a gadolinium-based contrast agent, consider an alternative imaging modality, or consider performing an unenhanced exam if the diagnostic yield is sufﬁcient for the correct management of the patient","Preventive measures In all patients with a history of a hypersensitivity reaction to an iodine-based contrast medium or a gadolinium-based contrast agent, consider an alternative imaging modality, or consider performing an unenhanced exam if the diagnostic yield is sufﬁcient for the correct management of the patient. Never deny a patient a clinically well-indicated enhanced examination if alternative imaging strat",hypersensitivity/management
P2-REC-043,P2,8,6818,Never deny a patient a clinically well-indicated enhanced examination if alternative imaging strategies are not available, an unenhanced exam if the diagnostic yield is sufﬁcient for the correct management of the patient. Never deny a patient a clinically well-indicated enhanced examination if alternative imaging strategies are not available. See also Figs. 1 and 4,general
P2-REC-044,P2,8,6818,Be prepared and vigilant for a recurring immediate hypersensitivity reaction,• Be prepared and vigilant for a recurring immediate hypersensitivity reaction,hypersensitivity/management
P2-REC-045,P2,8,6818,"iate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory","• If an immediate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory",hypersensitivity/management
P2-REC-046,P2,9,6819,Be prepared and vigilant for a recurring immediate hypersensitivity reaction,• Be prepared and vigilant for a recurring immediate hypersensitivity reaction,hypersensitivity/management
P2-REC-047,P2,9,6819,"iate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory","• If an immediate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory",hypersensitivity/management
P2-REC-048,P2,9,6819,Consider administration of premedication (EAACI guidelines),• Consider administration of premedication (EAACI guidelines),premedication
P2-REC-049,P2,10,6820,"iate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory","• If a non-immediate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory",hypersensitivity/management
P2-REC-050,P2,10,6820,DO NOT give the group of contrast media to which the severe skin reaction has occurred:,DO NOT give the group of contrast media to which the severe skin reaction has occurred:,general
P2-REC-051,P2,10,6820,Avoid all iodine-based contrast media after a severe non-immediate hypersensitivity reaction to an iodine-based contrast medium,• Avoid all iodine-based contrast media after a severe non-immediate hypersensitivity reaction to an iodine-based contrast medium,hypersensitivity/management
P2-REC-052,P2,10,6820,Avoid all gadolinium-based contrast agents after a severe non-immediate hypersensitivity reaction to a gadolinium-based contrast agent,• Avoid all gadolinium-based contrast agents after a severe non-immediate hypersensitivity reaction to a gadolinium-based contrast agent,hypersensitivity/management
P2-REC-053,P2,10,6820,* Consider cross-reactivity of contrast media and an increased risk for non-immediate hypersensitivity reaction with the use of iso-osmolar dimeric iodine-based contrast media ** Danger signs: erosive and/or he,"* Consider cross-reactivity of contrast media and an increased risk for non-immediate hypersensitivity reaction with the use of iso-osmolar dimeric iodine-based contrast media ** Danger signs: erosive and/or hemorrhagic lesions, blistering and skin disruption, mucosal involvement, extracutaneous organ involve",hypersensitivity/management; cross-reactivity
